Title,Text,Date
"Chứng khoán Mỹ tăng nhẹ trong lúc chờ số liệu lạm phát, giá dầu giảm vì nỗi lo lãi suất"," sẽ được công bố, bao gồm chỉ số giá tiêu dùng (CPI) và chỉ số giá nhà sản xuất (PPI) của tháng 3...",11/04/2023 07:57
"Xăng dầu, lương thực…“hạ nhiệt” kéo CPI tháng 3 giảm 0,23% ","Nguồn cung dồi dào khiến giá thực phẩm giảm; giá xăng dầu, giá gas giảm theo giá nhiên liệu thế giới là nguyên nhân chính làm chỉ số giá tiêu dùng tháng 3/2023 giảm 0,23% so với tháng trước...",29/03/2023 12:46
"Ba bộ, ngành cùng dự báo lạm phát"," vụ công đang triển khai lộ trình thị trường. Do đó, Bộ Tài chính dự báo CPI bình quân năm 2023 tăng",24/03/2023 20:07
"Chứng khoán toàn cầu xanh rực sau báo cáo lạm phát Mỹ, giá dầu tụt xuống đáy 3 tháng", thống ngân hàng đã ổn định trở lại một phần và báo cáo CPI không gây bất ngờ. Nhưng tôi cho rằng chúng,15/03/2023 07:42
Giá xăng dầu đẩy CPI tháng 2 tăng ,"Giá xăng dầu, giá gas trong nước tăng theo giá nhiên liệu thế giới, giá nhà ở thuê tiếp tục tăng do nhu cầu tăng cao sau dịp Tết Nguyên đán là nguyên nhân chính làm chỉ số giá tiêu dùng tháng 02/2023 tăng 0,45% so với tháng trước...",28/02/2023 13:00
GDP và CPI 2023 nhìn từ kết quả năm 2022,"Năm 2023 khó có thể kéo dài tốc độ tăng trưởng GDP cao như quý 3 và năm 2022. Tăng trưởng kinh tế vẫn phải xem trọng thì mới tăng cường được nguồn lực bảo vệ an ninh quốc gia, toàn vẹn lãnh thổ. Để đạt tăng trưởng cao thì ổn định kinh tế vĩ mô, kiểm soát lạm phát luôn phải là ưu tiên hàng đầu...",26/02/2023 09:43
Kiểm soát lạm phát theo mục tiêu," tiêu năm 2023, CPI tăng khoảng 4,5%. Kỳ vọng năm 2023 sẽ là năm thứ 10 liên tục kiểm soát lạm phát theo",25/02/2023 08:33
Giá vàng đuối sức trước “bài kiểm tra” CPI,Giá vàng thế giới tụt khá mạnh do tâm lý lo lắng của nhà đầu tư trước khi báo cáo lạm phát của Mỹ được công bố vào tối nay theo giờ Việt Nam. Giá vàng miếng trong nước sáng nay (14/2) trượt về sát mốc 67 triệu đồng/lượng...,14/02/2023 11:07
Vì sao báo cáo CPI Mỹ sắp công bố khiến nhà đầu tư hồi hộp?," rằng quá trình giảm lạm phát đã xuất hiện, bản báo cáo chỉ số giá tiêu dùng (CPI) dự kiến công bố vào",14/02/2023 08:52
"Chứng khoán Mỹ xanh rực trước ngày đón báo cáo CPI, giá dầu tăng nhẹ", tiêu dùng (CPI) tháng 1 và thị trường đang chờ xem liệu lạm phát có giảm thêm hay không...,14/02/2023 07:23
Vàng tụt giá trong lúc nhà đầu tư “nín thở” đợi dữ liệu lạm phát Mỹ,Báo cáo chỉ số giá tiêu dùng (CPI) tháng 1 mà Bộ Lao động Mỹ dự kiến công bố vào ngày thứ Ba được,13/02/2023 10:37
"Giá vàng tăng nhẹ, báo cáo CPI Mỹ tuần tới có thể gây biến động",Nhà đầu tư trên thị trường vàng quốc tế đang hướng tới báo cáo lạm phát của Mỹ dự kiến công bố vào tuần tới để dự báo về hướng đi sắp tới của giá kim loại quý này...,11/02/2023 13:14
Kiểm soát biến động giá ngay từ đầu năm,"Theo số liệu từ Tổng cục Thống kê, chỉ số CPI tháng 1/2023 tăng 0,52% so với tháng trước. Các",6/02/2023 07:00
"Nhu cầu mua sắm Tết Nguyên đán cao đã đẩy CPI tháng 1 tăng 0,52%",", giá hàng hóa và dịch vụ tăng theo quy luật tiêu dùng… đã đẩy CPI tăng cao so với tháng trước…",29/01/2023 19:16
Chứng khoán Mỹ và giá dầu đồng loạt tăng sau báo cáo lạm phát," tiêu dùng (CPI) cho thấy giá cả ở nước này trong tháng 12 giảm 0,1% so với tháng trước, đánh dấu lần",13/01/2023 07:41
CPI của Mỹ lần đầu tiên giảm sau hơn 2 năm rưỡi,Số liệu vừa công bố được xem là một dấu hiệu cho thấy lạm phát ở nền kinh tế lớn nhất thế giới đang ở trong một xu hướng giảm bền vững...,12/01/2023 22:02
Nhà đầu tư chờ điều gì ở báo cáo CPI Mỹ sắp công bố?,"Đây là thống kê lạm phát cuối cùng trước cuộc họp chính sách tiền tệ định kỳ đầu tiên của Fed trong năm 2023, dự kiến diễn ra vào ngày 31/1-1/2. Bởi vậy, báo cáo này được xem là một sự kiện lớn đối với thị trường tài chính...",12/01/2023 08:56
"Giá vàng giằng co trong lúc chờ báo cáo CPI Mỹ, nhiều tổ chức dự báo giá tăng","Giá vàng thế giới chững lại và giằng co trong vùng hẹp trong lúc nhà đầu tư đợi báo cáo lạm phát tháng 12 của Mỹ. Giá vàng miếng trong nước sáng nay (11/1) tăng 100.000-400.000 đồng/lượng, chưa thể lấy lại mốc 67 triệu đồng/lượng sau cú giảm sâu vào sáng qua...",11/01/2023 12:55
Xăng dầu giảm giá kéo CPI tháng 12 giảm nhẹ," tiêu dùng (CPI) tháng 12/2022 giảm 0,01% so với tháng trước, tăng 4,55% so với tháng 12/2021...",29/12/2022 15:20
"Chứng khoán Mỹ xanh rực sau báo cáo CPI, giá dầu cũng tăng mạnh",Giá các tài sản như cổ phiếu và dầu thô đồng loạt tăng mạnh sau khi số liệu thống kê cho thấy lạm phát xuống thang nhanh hơn dự báo và trong bối cảnh nhà đầu tư đợi kết quả cuộc họp Fed...,14/12/2022 07:39
"Dow Jones bất ngờ tăng 500 điểm, giá dầu cũng nhảy mạnh"," do một chút lạc quan thận trọng trước khi thị trường đón nhận báo cáo CPI vào ngày mai""...",13/12/2022 07:23
Giá vàng tăng nhờ “cá mập” SPDR Gold Trust mua ròng thêm hơn 2 tấn,"Tuần tới, giá vàng sẽ bị chi phối bởi báo cáo chỉ số giá tiêu dùng (CPI) và kết quả cuộc họp chính",10/12/2022 10:10
"CPI tháng 11/2022 tăng 0,39%"," tăng là những nguyên nhân chính làm cho chỉ số giá tiêu dùng (CPI) tháng 11/2022 tăng 0,39% so với",29/11/2022 10:00
Chứng khoán châu Á xanh rực sau khi đón tin CPI Mỹ,"Thị trường chứng khoán khu vực châu Á tăng điểm mạnh nhất kể từ tháng 3 trong phiên giao dịch ngày 11/11, khi lạm phát của Mỹ giảm tốc và Trung Quốc đưa ra quan điểm mềm mỏng hơn về chống dịch Covid-19...",11/11/2022 13:05
"Chứng khoán Mỹ tăng mạnh nhất 2 năm sau báo cáo lạm phát, S&P 500 nhảy hơn 5,5%",Giá cổ phiếu bùng nổ sau khi báo cáo chỉ số giá tiêu dùng (CPI) tháng 10 làm dấy lên những tia hy,11/11/2022 07:28
"Dow Jones “bốc hơi” gần 650 điểm, giá dầu “bay” 3%", cáo CPI. Tất cả đều khiến nhà đầu tư bán mạnh cổ phiếu...,10/11/2022 07:33
"CPI tháng 10 tăng 0,15%, lạm phát vẫn trong tầm kiểm soát "," mới 2022 - 2023 đã làm cho chỉ số giá tiêu dùng (CPI) tháng 10/2022 tăng 0,15% so với tháng trước...",29/10/2022 14:47
Chứng khoán Mỹ giảm 6 phiên liên tiếp trước thêm báo cáo lạm phát quan trọng,“Có một điều cắc chắn là nỗ lực tăng lãi suất của Fed vẫn phải duy trì. Nếu báo cáo CPI ngày mai,13/10/2022 07:28
"Vàng thế giới trượt giá sáng đầu tuần, giới đầu tư thấp thỏm chờ báo cáo lạm phát Mỹ", nhiều vào báo cáo chỉ số giá tiêu dùng (CPI) Mỹ...,10/10/2022 10:23
Toàn cảnh bức tranh kinh tế Việt Nam trong 9 tháng đầu năm 2022, phát thấp hơn mức CPI bình quân chung... là những điểm sáng của nền kinh tế 9 tháng năm 2022...,1/10/2022 06:00
"Giá nguyên vật liệu đầu vào cao đẩy CPI tháng 9 tăng 0,4% ","Giá hàng hóa và dịch vụ tiêu dùng thiết yếu tăng theo giá nguyên, nhiên, vật liệu đầu vào đã đẩy chỉ số giá tiêu dùng tháng 9/2022 tăng 0,4% so với tháng trước…",29/09/2022 10:29
FED chuẩn bị tăng lãi suất: Tỷ giá VND/USD vẫn nằm sâu dưới trần biên độ,"Giá USD bán ra tại Ngân hàng Nhà nước và ngân hàng thương mại vẫn nằm sâu dưới trần biên độ, dù CPI",20/09/2022 17:18
"Loạt nguy cơ hiện hữu, lạm phát có thể chuyển sang trạng thái rủi ro cao hơn "," vào của nền sản xuất tăng cao nhưng CPI bình quân 8 tháng trong nước tương đối thấp. Dù vậy, mức độ",18/09/2022 09:07
"Giá vàng lao dốc chóng mặt sau báo cáo CPI Mỹ, “cá mập” SPDR Gold Trust lại xả ","Trong nước, giá vàng miếng sáng nay (14/9) giảm cầm chừng, khiến chênh lệch kéo giãn mạnh. Số liệu lạm phát Mỹ đặt ra khả năng Fed có thể nâng lãi suất tròn 1 điểm phần trăm trong cuộc họp vào tuần tới. Đồng USD tăng giá mạnh do kỳ vọng lãi suất tăng cũng tạo thêm áp lực mất giá của vàng...",14/09/2022 09:56
"Giá vàng “nhấp nhổm”, đồng USD tiếp tục “hạ nhiệt” giữa lúc ngóng tin CPI Mỹ","Giá vàng thế giới tăng rồi lại giảm, trong khi khi tỷ giá đồng USD tiếp tục trượt giảm sau khi lập kỷ lục 20 năm vào tuần trước. Tâm lý của giới đầu tư đang thận trọng trước khi đón nhận báo cáo lạm phát tháng 8 của Mỹ...",13/09/2022 10:15
"CPI 8 tháng tăng 2,58%, nền kinh tế vẫn tiềm ẩn nhiều yếu tố tác động lạm phát","Dù chỉ số giá tiêu dùng (CPI) 8 tháng đầu năm được ghi nhận ở mức 2,58% song theo Vụ Thống kê giá",7/09/2022 17:53
CPI tháng 8/2022 của TP.HCM lần đầu tiên giảm,"Tháng 8/2022 là tháng đầu tiên kể từ đầu năm đến nay, chỉ số giá tiêu dùng (CPI) của TP.HCM giảm",7/09/2022 13:59
"Nhóm thực phẩm tăng giá 4 tháng liên tiếp, tạo áp lực lớn lên CPI ",Mặc dù giá xăng dầu liên tiếp giảm nhưng áp lực tăng chỉ số giá tiêu dùng CPI những tháng cuối năm,5/09/2022 16:42
"Không thể chủ quan dù CPI tháng 8 được hãm phanh, mục tiêu kiểm soát dưới 4% trong tầm tay","Chỉ số giá tiêu dùng (CPI) tháng 8 chỉ tăng vỏn vẹn 0,005% so với tháng trước. Theo đánh giá của",3/09/2022 07:00
"Giá xăng dầu liên tục giảm, CPI tháng 8 chỉ tăng 0,005% ","Chỉ số giá tiêu dùng (CPI) tháng 8/2022 chỉ tăng nhẹ 0,005% so với tháng trước, tăng 3,6% so với",29/08/2022 11:08
"Bộ Tài chính dự báo lạm phát cả năm 2022 khoảng 3,37 - 3,87%","Bộ Tài chính dự báo CPI bình quân năm 2022 tăng trong khoảng 3,37 - 3,87%, cao hơn so với mức dự",24/08/2022 20:21
"Lạm phát vượt 10%, Anh chìm trong khủng hoảng sinh hoạt phí chưa từng có tiền lệ","Lạm phát ở Anh trong tháng 7 tiếp tục lập kỷ lục mới của 40 năm, với chỉ số giá tiêu dùng (CPI",18/08/2022 10:17
Blog chứng khoán: Cổ phiếu nóng hạ nhiệt, liệu CPI và chứng khoán Mỹ đêm qua. Hào hứng mà không tăng mạnh được thì hẳn phải có lực xả ẩn nào đó,11/08/2022 17:32
"Nội ngoại cùng tăng mua, dòng tiền quay trở lại",Chứng khoán thế giới tăng mạnh sau tin CPI tháng 7 của Mỹ hạ nhiệt. Tâm lý hào hứng cũng lan tỏa,11/08/2022 12:11
"Loạt blue-chips điều chỉnh, thị trường ngóng CPI Mỹ","Giao dịch chiều nay giằng co trên nền thanh khoản thấp nhất 10 phiên trở lại đây, nhưng biên độ biến động giá lẫn chỉ số vẫn rất hẹp. Đây là điểm tựa tích cực, vì cung cầu vẫn đang cân bằng và thị trường phát tín hiệu chờ đợi, hơn là hành động...",10/08/2022 15:54
"Chứng khoán Mỹ tụt điểm trong lúc chờ báo cáo lạm phát, giá dầu cũng đi xuống",Nhà đầu tư đang chờ báo cáo chỉ số giá tiêu dùng (CPI) tháng 7 dự kiến được công bố vào ngày thứ Tư,10/08/2022 07:12
"S&P 500 giảm điểm vì cổ phiếu con chip, giá dầu tăng bất chấp nỗi lo suy thoái",Tâm điểm chú ý của thị trường tuần này sẽ là báo cáo chỉ số giá tiêu dùng (CPI) tháng 7 dự kiến,9/08/2022 06:45
"Lương thực, xăng dầu đẩy CPI tháng 7 tăng nhẹ","Giá thịt lợn tăng cao, nhu cầu sử dụng điện, nước sinh hoạt tăng do thời tiết nắng nóng, giá hàng hóa và dịch vụ tiêu dùng thiết yếu tăng… làm chỉ số giá tiêu dùng tháng 7/2022 tăng 0,4% so với tháng trước...",29/07/2022 10:08
Dư địa kiểm soát lạm phát 6 tháng cuối năm còn lớn," thành công trong công tác chỉ đạo, điều hành giá khi Chỉ số giá tiêu dùng (CPI) chỉ tăng 2,44% so với",12/07/2022 06:00
"Sau năm lần tăng lãi suất, lạm phát ở Hàn Quốc vẫn cao nhất 24 năm",Dữ liệu công bố ngày 5/7 của Chính phủ Hàn Quốc cho thấy Chỉ số giá tiêu dùng (CPI) tháng 6 của,5/07/2022 17:08
"Giá cả tăng nóng hầm hập nhưng cớ sao CPI tăng thấp, chỉ 2,44%?"," tế tăng nóng ""hầm hập"" nhưng điều lạ lùng là chỉ số CPI tại Việt Nam 6 tháng chỉ tăng 2,44%. Các",5/07/2022 17:06
Áp lực lạm phát những tháng cuối năm rất lớn,"Chỉ số giá tiêu dùng (CPI) 6 tháng đầu năm chỉ tăng 2,44% nhưng áp lực lạm phát những tháng cuối",30/06/2022 09:09
"Lạm phát cả năm 2022 vẫn sẽ chỉ ở mức 3,8%?","Số liệu từ Tổng cục Thống kê cho thấy CPI tháng 6/2022 tăng 3,18% so với tháng 12/2021. Tuy nhiên",30/06/2022 08:34
CPI tháng 6 chịu tác động mạnh từ giá xăng dầu,"CPI tháng 6/2022 tăng 0,69% so với tháng trước, tăng 3,18% so với tháng 12/2021 và tăng 3,37% so",29/06/2022 13:19
"Không phải lúc nào cũng là kẻ thù, lạm phát 5-10% tạo cơ hội cho chứng khoán sinh lời tốt nhất?"," trải qua 81 tháng có mức CPI từ 5- 10%, trong các tháng này VN-Index tăng trưởng trung bình 2,71%/tháng",20/06/2022 13:49
"Chứng khoán Mỹ bán tháo, giá dầu trượt khỏi đỉnh 3 tuần",Phiên giảm này diễn ra trước khi Bộ Lao động Mỹ công bố báo cáo chỉ số giá tiêu dùng (CPI) tháng 5,10/06/2022 08:01
Giá vàng “rón rén” tăng trước giờ công bố báo cáo quan trọng của Mỹ,“Tâm lý của nhà đầu tư trên thị trường vàng đang giằng co. Trọng tâm bây giờ là báo cáo CPI để xác,9/06/2022 10:54
"Chứng khoán Mỹ tăng liền 2 phiên, giá dầu vững đà đi lên",Tâm điểm chú ý của nhà đầu tư trong tuần này là chỉ số giá tiêu dùng (CPI) tháng 5 của Mỹ dự kiến,8/06/2022 08:06
Giỏ hàng hoá và lạm phát tăng gây khó khăn cho nền kinh tế, tăng theo giá nguyên nhiên vật liệu đầu vào là nguyên nhân chủ yếu đẩy CPI tháng 5/2022 tăng 0,7/06/2022 06:00
Lương hưu được điều chỉnh theo CPI và tốc độ tăng trưởng kinh tế ,"Từ năm 1995 đến nay, Nhà nước đã thực hiện 22 lần điều chỉnh lương hưu nhằm đảm bảo cuộc sống cho người về hưu. Năm 2022,  lương hưu đã được điều chỉnh với mức chung là 7,4% từ ngày 1/1/2022...",14/05/2022 06:00
April CPI up 0.18%,The General Statistics Office has said the consumer price index (CPI) increased 0.18 per cent in,29/04/2022 16:03
"CPI tháng 4 tăng nhẹ ở mức 0,18%","Chỉ số giá tiêu dùng tháng 4/2022 tăng 0,18% so với tháng trước, tăng 2,09% so với tháng 12/2021 và tăng 2,64% so với cùng kỳ năm trước...",29/04/2022 11:17
SBV unlikely to reverse monetary policy," Company, the three main reasons are that the CPI is still low, domestic demand is still relatively weak",19/04/2022 10:04
PM: Socio-economy recovered strongly in Q1,". Reports from the meeting show that GDP growth was more than 5 per cent, the CPI under 2 per cent, and the",4/04/2022 16:05
Chuyên gia hiến kế hạ nhiệt giá cả hàng hóa," tháng nữa, sẽ phản ánh vào giá bán, lúc đó chỉ số CPI sẽ tăng mạnh...",2/04/2022 18:00
CPI up 0.7% in March," General Statistics Office on March 29, the CPI increased 0.7 per cent in March compared to February and 2",30/03/2022 07:05
Control over inflation possible in Vietnam," basket for calculating the CPI, such as food, housing, and travel expenses, it will be possible to",29/03/2022 12:09
"Chỉ số giá tiêu dùng CPI tháng 3 tăng 0,7%", tiêu dùng tăng là những nguyên nhân thúc chỉ số CPI tháng 3 tăng...,29/03/2022 11:15
Đừng để nỗi sợ lạm phát thành sự thật," có tỷ trọng lớn trong rổ tính chỉ số giá tiêu dùng (CPI) là nhóm ăn uống, nhà ở, chi phí đi lại, thì",29/03/2022 06:00
Monthly CPI up 1% in February,Increases in the price of petrol and food were the main factors behind the CPI rising 1 per cent in,28/02/2022 16:00
CPI tháng 02/2022 tăng do tác động từ giá xăng dầu và lương thực,"Giá xăng dầu tăng; giá lương thực, thực phẩm, ăn uống… tăng là những nguyên nhân chính làm chỉ số giá tiêu dùng tháng 02/2022 tăng 1% so với tháng trước...",28/02/2022 10:27
"Chứng khoán Mỹ tăng mạnh, giá dầu bám mốc 90 USD/thùng, Bitcoin giữ đà tăng",Giới đầu tư đang nóng lòng chờ báo cáo chỉ số giá tiêu dùng (CPI) tháng 1 của Mỹ mà Bộ Lao động,10/02/2022 06:46
Toàn cảnh bức tranh kinh tế Việt Nam tháng 1/2022," đăng ký tăng 4,2%; số lượng doanh nghiệp thành lập mới tăng 28,9%; chỉ số CPI tăng nhẹ 0,19%...",30/01/2022 11:28
Nhu cầu sắm Tết cao đẩy CPI tháng đầu năm tăng ,"Nhu cầu mua sắm của người dân dịp Tết tăng cao đã đẩy chỉ số giá tiêu dùng tháng 01/2022 tăng 0,19% so với tháng 12/2021...",29/01/2022 15:34
CPI can be limited to 4%," to keep Vietnam’s CPI at below 4 per cent, economists believe. International organizations have",6/01/2022 10:12
"Sức ép lạm phát từ gói kích thích kinh tế không đáng lo, CPI năm 2022 dưới 4%"," ""ghìm"" đà tăng của CPI dưới 4%...",5/01/2022 17:51
Toàn cảnh bức tranh kinh tế Việt Nam năm 2021,; CPI tăng thấp nhất kể từ năm 2016...,29/12/2021 17:00
2021 CPI at lowest since 2016,The CPI increased just 1.84 per cent year-on-year in 2021; its lowest rise since 2016. Core,29/12/2021 16:12
"CPI bình quân năm 2021 tăng 1,84%, mức thấp nhất kể từ 2016","Bình quân năm 2021, CPI tăng 1,84% so với năm trước, mức tăng thấp nhất kể từ năm 2016. Lạm phát cơ",29/12/2021 11:57
"Giá vàng thế giới tăng, trong nước tụt dốc",Tâm điểm chú ý của các nhà đầu tư trong thời gian còn lại của tuần này là chỉ số giá tiêu dùng (CPI,8/12/2021 10:56
Inflationary pressures may flare up in 2022,"Though CPI in the first eleven months was at its lowest level for five years, analysts believe it",3/12/2021 10:15
Improved socio-economic growth continues in November," was low while the currency market and exchange rate were stable. Compared to October, the CPI",2/12/2021 17:15
Cảnh báo áp lực lạm phát bùng lên trong năm tới ,Mặc dù CPI của 11 tháng tăng thấp nhất 5 năm qua nhưng giới phân tích nhận định lạm phát năm 2022,2/12/2021 16:55
Giá xăng dầu leo thang kéo CPI tháng 11 tăng , tiêu dùng (CPI) tháng 11/2021 tăng...,29/11/2021 13:14
NA discussing socio-economic development plan," reach 6-6.5 per cent, the CPI 4 per cent, and the State budget deficit around 4 per cent of GDP.",8/11/2021 15:31
10M CPI at 5-year low,"According to the General Statistics Office, the CPI in October was down 0.2 per cent compared to",29/10/2021 16:42
"CPI tháng 10/2021 giảm 0,2% so với tháng 9, tăng 1,81% cùng kỳ","Theo số liệu vừa công bố của Tổng cục Thống kê, chỉ số giá tiêu dùng (CPI) tháng 10/2021 giảm 0",29/10/2021 10:37
2022 growth targets subject to uncertainties,"The anticipated socio-economic development plan for 2022 includes GDP growth of 6-6.5 per cent, CPI",13/10/2021 14:42
September CPI down 0.62%," turn contributed to pushing down the consumer price index (CPI) for the month, which decreased by 0",29/09/2021 16:21
"Miễn - giảm học phí, giảm giá điện khiến CPI tháng 9 giảm 0,62%"," đợt 4… là các nguyên nhân chính làm chỉ số giá tiêu dùng (CPI) tháng 9/2021 giảm 0,62% so với tháng",29/09/2021 10:57
Giá vàng tăng vọt sau báo cáo CPI Mỹ," ngưỡng chủ chốt 1.800 USD/oz. CPI tháng 8 dù vẫn tăng nhưng mức tăng không lớn như dự báo, làm giảm kỳ",15/09/2021 10:21
"Chứng khoán Mỹ tụt điểm dù CPI không cao như dự báo, giá dầu tiếp tục tăng","Thị trường chứng khoán Mỹ giảm điểm trong phiên giao dịch ngày thứ Ba (14/9), quay trở lại xu hướng ảm đạm của tháng 9...",15/09/2021 07:39
Giá vàng giằng co trong lúc đợi báo cáo lạm phát Mỹ," (CPI) tháng 8 của Mỹ. Trong nước, giá vàng sáng nay (14/8) cũng gần như đi ngang...",14/09/2021 10:14
CPI at 5-year low,The CPI rose 1.79 per cent year-on-year in the first eight months; the lowest rate since 2016. Core,6/09/2021 11:23
CPI tăng thấp nhất trong 6 năm qua,"8 tháng năm 2021, CPI tăng 1,79% so với cùng kỳ năm trước. Đây là mức tăng thấp nhất kể từ năm 2016",6/09/2021 07:42
Supply issues driving up food prices," month-on-month CPI increases in August, while two groups posted declines.",1/09/2021 13:29
